"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant"
"TFPI",12235.4172910594,-0.368319401853222,0.088916968426163,-4.14228474466126,3.43863050265749e-05,0.00393877338059574,TRUE
"SGCB",658.38701247853,0.791549971452211,0.191204478794561,4.13980873482933,3.47595509839942e-05,0.00395425604310384,TRUE
"NRDE2",586.943693245885,-0.519956639611059,0.125661495901929,-4.1377562464866,3.50718667250996e-05,0.00396264377168149,TRUE
"GM2A",1095.8685321309,0.381947330614539,0.0923692706721425,4.13500429131059,3.54948002674548e-05,0.00396269689398627,TRUE
"INVS",911.122513609397,-0.326527235678843,0.0789733570037188,-4.13465057162844,3.55495115421732e-05,0.00396269689398627,TRUE
"PGAP4",99.0497655498652,1.03593224422563,0.250953444692042,4.12798575248438,3.65954783208474e-05,0.00397264247994088,TRUE
"RAD51",55.3837550476713,-0.99105928474051,0.239991756475853,-4.12955552846344,3.63465213004351e-05,0.00397264247994088,TRUE
"ANXA5",2005.46956933023,0.927052987545532,0.224520710019835,4.12903107006757,3.6429517816998e-05,0.00397264247994088,TRUE
"S100A10",367.358931854332,0.918467949923567,0.222441364034508,4.12903397670716,3.64290573403946e-05,0.00397264247994088,TRUE
"TARBP1",753.575601464357,0.439372914736632,0.106538567671738,4.12407379166582,3.72229555106009e-05,0.00401451992256864,TRUE
"BNIP2",2086.80783481747,-0.199193796878233,0.0483311495228333,-4.12143718584899,3.76516137014513e-05,0.00403455259333809,FALSE
"CLXN",17.0161278809181,-1.01536809204435,0.246551013701183,-4.11828804433537,3.81697413835235e-05,0.00406385406819835,TRUE
"CYP4X1",225.055995389963,-0.825870919680773,0.201242733720713,-4.10385460588568,4.0632287577338e-05,0.0042984819386752,TRUE
"ALDH3A1",32.8561597022104,2.24229659455225,0.547560042447866,4.09506980189437,4.2204121400702e-05,0.00435151570596564,TRUE
"CD74",7454.15130505533,0.784271110214575,0.191493449336913,4.09555059418628,4.21166233408099e-05,0.00435151570596564,TRUE
"MID1IP1",406.287440450507,0.64651326131582,0.157832451923608,4.09619982098951,4.19987454262295e-05,0.00435151570596564,TRUE
"SLC16A4",488.852341734742,-0.519293199808635,0.12683266954189,-4.09431735281045,4.23414037685429e-05,0.00435151570596564,TRUE
"FBXO21",875.246489212409,-0.476016514450007,0.11627859378988,-4.09375878169105,4.24435874746483e-05,0.00435151570596564,TRUE
"SLC1A6",638.918040609792,-1.1494927600179,0.281273721702317,-4.08674067758967,4.37475632592129e-05,0.00440365623134707,TRUE
"C3AR1",159.300647515601,0.997760753704403,0.244103812136134,4.0874443744777,4.3615120665195e-05,0.00440365623134707,TRUE
"CREB3",322.576841555387,0.486980169936365,0.119107430677951,4.08857925290228,4.3402326511396e-05,0.00440365623134707,TRUE
"CBS",4965.98989575279,-0.52408055506442,0.128370946604383,-4.08254802918564,4.45446022166535e-05,0.00445687529046022,TRUE
"LCP1",1939.96674389001,0.719016091653425,0.176537176516813,4.07288768201721,4.64338199094595e-05,0.00456342789867581,TRUE
"TNFRSF14",623.770438579594,0.338967249154099,0.0831815133119507,4.07503104545465,4.60082088015333e-05,0.00456342789867581,TRUE
"MCCC1",1568.73456404045,-0.32711644554925,0.0803150978947244,-4.07291348854518,4.64286733325274e-05,0.00456342789867581,TRUE
"ALDH6A1",13685.3943089288,-0.63420382073133,0.155793340689373,-4.07080185792942,4.68515878605024e-05,0.00457740013397109,TRUE
"GGT1",1073.06337919281,0.818927590634758,0.201244332623144,4.06932001493083,4.7150547685175e-05,0.00457966927779574,TRUE
"CTNNA3",544.829767917438,-1.34446727407115,0.330909762479444,-4.06294230788876,4.84580093227297e-05,0.00467929695837917,TRUE
